,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Cell_13,Cell_14,Cell_15,Cell_16,Cell_17,Cell_18,Cell_19,Cell_20,Cell_21,Cell_22,Cell_23,Cell_24,Cell_25,Cell_26,Cell_27,Cell_28,Cell_29,Cell_30
JAG1,0.0,0.0,0.0,0.0,23.0,0.0,0.0,423.0,0.0,0.0,0.0,695.0,3.0,3.0,787.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,13.0,0.0,0.0,17.0,23.0,0.0,39.0,182.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAGN1,17214.0,1309.0,6964.0,4450.0,1.0,0.0,1004.0,433.0,37.0,44.0,1977.0,112.0,2186.0,58.0,575.0,0.0,7916.0,242.0,514.0,71.0,2080.0,463.0,7499.0,1490.0,117.0,188.0,0.0,0.0,2133.0,1417.0
JAK1,0.0,465.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,54.0,0.0,1.0,0.0,0.0,120.0,3224.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAK2,0.0,0.0,1665.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1643.0,28.0,0.0,0.0,291.0,0.0
JAK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAKMIP2,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAKMIP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
JAM2,0.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,206.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAM3,0.0,770.0,199.0,0.0,0.0,5.0,0.0,12.0,0.0,692.0,0.0,489.0,751.0,0.0,301.0,0.0,138.0,436.0,0.0,175.0,14.0,2.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,37.0
JARID2,13.0,810.0,415.0,0.0,88.0,216.0,253.0,1284.0,18.0,2626.0,1923.0,72.0,7410.0,1012.0,1081.0,1928.0,10738.0,337.0,661.0,34.0,1688.0,339.0,542.0,1385.0,1543.0,436.0,1280.0,946.0,702.0,709.0
JAZF1,0.0,0.0,0.0,0.0,79.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,5.0,0.0,0.0,0.0,177.0,0.0
JDP2,0.0,0.0,0.0,131.0,2.0,0.0,65.0,0.0,206.0,212.0,864.0,0.0,1.0,0.0,1.0,26.0,976.0,137.0,0.0,279.0,431.0,67.0,17.0,158.0,35.0,145.0,465.0,0.0,721.0,5.0
JHDM1D,0.0,1.0,0.0,0.0,132.0,0.0,0.0,0.0,235.0,376.0,0.0,111.0,2015.0,111.0,176.0,385.0,28.0,147.0,83.0,27.0,0.0,14.0,0.0,1570.0,0.0,18.0,0.0,809.0,1.0,0.0
JKAMP,0.0,0.0,2587.0,6.0,0.0,0.0,404.0,248.0,1.0,3938.0,2497.0,1313.0,0.0,0.0,0.0,918.0,1790.0,0.0,0.0,9.0,3166.0,249.0,3061.0,4967.0,3968.0,696.0,10.0,0.0,285.0,908.0
JMJD1C,0.0,356.0,0.0,0.0,180.0,18.0,2.0,0.0,208.0,2460.0,0.0,8.0,6136.0,5.0,1180.0,134.0,458.0,1.0,0.0,5.0,16.0,224.0,0.0,395.0,0.0,408.0,4244.0,4.0,6.0,1589.0
JMJD4,0.0,146.0,0.0,286.0,0.0,0.0,0.0,350.0,0.0,0.0,7.0,8.0,0.0,0.0,21.0,75.0,577.0,8.0,0.0,13.0,190.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,40.0
JMJD6,7395.0,84.0,5699.0,2915.0,519.0,0.0,289.0,0.0,211.0,1419.0,1509.0,0.0,2538.0,0.0,0.0,366.0,1699.0,11.0,19.0,182.0,15511.0,25.0,6149.0,7366.0,1671.0,262.0,2043.0,697.0,3015.0,1007.0
JMJD7,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMJD8,8.0,13.0,103.0,0.0,0.0,0.0,27.0,42.0,0.0,0.0,135.0,0.0,105.0,119.0,0.0,4.0,1149.0,0.0,0.0,7.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0
JMY,0.0,176.0,580.0,0.0,268.0,125.0,0.0,900.0,0.0,96.0,0.0,625.0,1654.0,178.0,16.0,55.0,0.0,0.0,1161.0,275.0,728.0,3.0,4.0,569.0,0.0,2.0,0.0,226.0,2149.0,0.0
JOSD1,0.0,0.0,611.0,2.0,0.0,229.0,53.0,0.0,0.0,3151.0,2.0,0.0,0.0,0.0,0.0,0.0,2245.0,19.0,0.0,0.0,1500.0,0.0,0.0,26.0,103.0,212.0,0.0,0.0,3364.0,1401.0
JOSD2,0.0,0.0,5.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,963.0,0.0,86.0,176.0,267.0,0.0,0.0,0.0,669.0,100.0
JPH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,2.0,0.0,0.0,0.0
JPH3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
JPH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPX,0.0,51.0,69.0,95.0,4.0,0.0,18.0,27.0,0.0,135.0,22.0,3.0,118.0,6.0,3.0,0.0,1.0,66.0,0.0,0.0,304.0,0.0,137.0,0.0,0.0,29.0,226.0,14.0,86.0,118.0
JRK,0.0,0.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JRKL,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,1034.0,2.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JTB,654.0,130.0,830.0,1332.0,27.0,14.0,1316.0,369.0,200.0,2416.0,1784.0,0.0,2129.0,263.0,451.0,3.0,4484.0,4.0,0.0,276.0,3306.0,27.0,2601.0,801.0,1115.0,1486.0,1119.0,14.0,2620.0,384.0
JUN,14.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
JUNB,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0
JUND,805.0,12.0,2117.0,333.0,0.0,154.0,259.0,219.0,45.0,3380.0,598.0,119.0,224.0,270.0,509.0,204.0,6475.0,0.0,66.0,587.0,1294.0,149.0,62.0,1130.0,211.0,717.0,727.0,32.0,452.0,306.0
JUP,1.0,2.0,1736.0,3754.0,34.0,0.0,1089.0,0.0,40.0,21388.0,3390.0,148.0,0.0,285.0,767.0,0.0,13590.0,91.0,0.0,187.0,8522.0,2529.0,4249.0,8914.0,880.0,2341.0,3325.0,181.0,7883.0,1096.0
KAAG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0
KALRN,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,475.0,0.0,2002.0,0.0,0.0,0.0,8.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0
KANK1,2229.0,339.0,982.0,0.0,54.0,318.0,0.0,0.0,412.0,3348.0,452.0,407.0,481.0,549.0,0.0,10.0,6946.0,59.0,0.0,28.0,1271.0,0.0,1.0,22.0,148.0,299.0,828.0,855.0,4095.0,1622.0
KANK2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,12.0,441.0,0.0,145.0,14.0,0.0,642.0,2.0,0.0,8.0,1.0,0.0,36.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
KANK3,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,127.0,0.0,0.0,0.0,0.0
KANK4,4050.0,324.0,1325.0,0.0,0.0,0.0,280.0,0.0,0.0,485.0,941.0,0.0,0.0,0.0,0.0,0.0,1505.0,1.0,0.0,73.0,70.0,2.0,404.0,10979.0,0.0,1810.0,2573.0,0.0,1250.0,1483.0
KANSL1,0.0,501.0,2.0,1609.0,77.0,20.0,0.0,0.0,693.0,825.0,270.0,583.0,2321.0,69.0,0.0,34.0,6.0,247.0,0.0,49.0,1351.0,157.0,10.0,1145.0,0.0,0.0,9.0,9.0,355.0,35.0
KANSL1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0
KANSL1L,0.0,0.0,176.0,796.0,0.0,291.0,42.0,0.0,0.0,2597.0,102.0,0.0,5.0,111.0,2.0,601.0,1511.0,66.0,0.0,0.0,474.0,30.0,145.0,401.0,0.0,0.0,0.0,0.0,0.0,62.0
KANSL2,0.0,535.0,4386.0,4703.0,1409.0,11.0,391.0,468.0,318.0,2643.0,1044.0,178.0,4225.0,610.0,0.0,23.0,0.0,3725.0,89.0,0.0,4392.0,99.0,4.0,714.0,0.0,920.0,0.0,0.0,1887.0,719.0
KANSL3,0.0,0.0,0.0,1619.0,406.0,25.0,111.0,53.0,19.0,952.0,363.0,0.0,1.0,0.0,0.0,0.0,3394.0,0.0,0.0,63.0,4577.0,16.0,1103.0,4299.0,205.0,0.0,0.0,0.0,1001.0,819.0
KARS,1581.0,2572.0,10687.0,9155.0,2574.0,222.0,2024.0,1735.0,567.0,15377.0,5871.0,1591.0,18746.0,1642.0,319.0,266.0,22876.0,1125.0,15.0,198.0,39662.0,1752.0,3390.0,3599.0,4234.0,3538.0,5084.0,692.0,9048.0,9724.0
KAT2A,0.0,229.0,0.0,0.0,131.0,0.0,9.0,528.0,0.0,1179.0,0.0,0.0,38.0,0.0,0.0,1.0,2525.0,0.0,1327.0,365.0,0.0,0.0,28.0,0.0,0.0,555.0,71.0,55.0,88.0,218.0
KAT2B,0.0,0.0,1495.0,0.0,0.0,0.0,11.0,0.0,0.0,442.0,0.0,1020.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,41.0,0.0,11.0,0.0,0.0,0.0,578.0,0.0,0.0,0.0,1.0
KAT5,0.0,0.0,502.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0,905.0,0.0,497.0,0.0,6579.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.0
KAT6A,0.0,334.0,0.0,0.0,164.0,149.0,384.0,1.0,11.0,0.0,588.0,22.0,1.0,0.0,43.0,27.0,42.0,1.0,0.0,113.0,1071.0,0.0,28.0,88.0,957.0,298.0,1631.0,0.0,102.0,0.0
KAT6B,4523.0,0.0,0.0,0.0,0.0,15.0,112.0,749.0,625.0,0.0,16.0,0.0,0.0,338.0,516.0,47.0,0.0,1.0,0.0,115.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,1997.0,1.0,0.0
KAT7,0.0,252.0,0.0,0.0,6.0,0.0,0.0,1447.0,0.0,6.0,0.0,425.0,2.0,382.0,66.0,976.0,4517.0,8.0,417.0,1.0,1430.0,0.0,478.0,2885.0,597.0,496.0,449.0,18.0,0.0,2128.0
KAT8,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0,336.0,47.0,553.0,241.0,0.0,0.0,1474.0,0.0,0.0,121.0,65.0,104.0,2482.0,35.0,0.0,8.0,435.0,0.0,0.0,161.0
KATNA1,1.0,603.0,2056.0,0.0,294.0,0.0,28.0,1287.0,0.0,3098.0,917.0,48.0,0.0,0.0,2.0,16.0,8564.0,454.0,0.0,1.0,3110.0,588.0,0.0,2940.0,1168.0,750.0,815.0,0.0,1009.0,3725.0
KATNAL1,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
KATNAL2,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATNB1,0.0,0.0,537.0,0.0,0.0,0.0,204.0,74.0,8.0,0.0,0.0,0.0,0.0,1.0,21.0,247.0,0.0,0.0,0.0,41.0,59.0,0.0,0.0,0.0,0.0,4.0,45.0,0.0,0.0,0.0
KATNBL1,1.0,0.0,3636.0,1080.0,115.0,0.0,101.0,0.0,0.0,1958.0,0.0,0.0,0.0,91.0,575.0,16.0,11804.0,30.0,336.0,0.0,1579.0,333.0,446.0,598.0,851.0,892.0,0.0,0.0,1628.0,1954.0
KAZALD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAZN,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,256.0,0.0,4.0,309.0,23.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,20.0,0.0,0.0,794.0,5.0,0.0,0.0
KBTBD13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
KBTBD2,0.0,651.0,13.0,0.0,32.0,0.0,0.0,0.0,0.0,19.0,44.0,0.0,5887.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1867.0,436.0,0.0,3757.0,851.0,654.0,0.0,369.0,1548.0,673.0
KBTBD3,0.0,0.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,564.0,0.0,0.0,2.0,0.0,0.0,448.0,0.0
KBTBD4,0.0,0.0,836.0,321.0,0.0,0.0,272.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,1013.0,232.0,0.0,0.0,0.0,106.0,1367.0,6443.0,830.0,208.0,165.0,0.0,2769.0,1338.0
KBTBD6,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,743.0,8.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,6.0,937.0,0.0,0.0,3532.0,0.0,30.0,867.0,0.0,33.0,337.0
KBTBD7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1837.0,0.0,0.0,0.0,4.0,0.0,718.0,481.0,93.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KBTBD8,0.0,0.0,849.0,2649.0,0.0,716.0,0.0,0.0,325.0,907.0,176.0,0.0,309.0,0.0,0.0,0.0,2295.0,368.0,0.0,0.0,0.0,0.0,1147.0,0.0,0.0,46.0,80.0,0.0,837.0,0.0
KC6,0.0,0.0,0.0,0.0,58.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCMF1,158.0,484.0,2769.0,527.0,432.0,1.0,67.0,0.0,61.0,1505.0,2119.0,180.0,2222.0,379.0,2.0,24.0,384.0,187.0,147.0,145.0,0.0,34.0,612.0,1954.0,0.0,1340.0,1405.0,1551.0,1660.0,1111.0
KCNA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNA7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNAB1,0.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,218.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
KCNAB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,3.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNAB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,316.0,0.0,78.0,0.0
KCNC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,630.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCND1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0
KCND3,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
KCNE3,0.0,0.0,892.0,0.0,316.0,0.0,233.0,0.0,0.0,861.0,0.0,0.0,0.0,0.0,0.0,0.0,1238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,114.0,0.0,0.0,1033.0,0.0
KCNE4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KCNG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
KCNH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,437.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
KCNH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNH5,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,67.0
KCNH6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNH8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNIP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
KCNIP4-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNJ1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNJ13,0.0,0.0,1195.0,0.0,1452.0,153.0,0.0,232.0,237.0,0.0,36.0,0.0,0.0,0.0,292.0,0.0,0.0,505.0,0.0,0.0,0.0,93.0,54.0,0.0,0.0,0.0,0.0,0.0,239.0,933.0
KCNJ14,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,523.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,155.0,0.0,1.0,0.0,0.0,5.0,0.0
KCNJ3,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
KCNJ5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNJ9,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNK1,0.0,226.0,0.0,773.0,38.0,0.0,63.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,8530.0,0.0,0.0,497.0,4.0,52.0,0.0,34.0,0.0,124.0,259.0,0.0,863.0,234.0
KCNK12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNK13,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNK16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNK2,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNK5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,0.0,0.0
KCNK6,0.0,5.0,0.0,0.0,0.0,39.0,233.0,1034.0,9.0,0.0,0.0,113.0,456.0,243.0,14.0,16.0,1167.0,0.0,22.0,16.0,0.0,0.0,1638.0,0.0,0.0,4.0,1.0,0.0,6.0,0.0
